instant_x,dteday,season_x,yr_x,mnth_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,Total_x,instant_y,season_y,yr_y,mnth_y,hr,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,Total_y
208,2011-07-27,Fall,2011,July,Wednesday,Working day,"Clear or
 Partly cloudy",31.8,34.5,40.3,12.3,755,3901,4656,4892,Fall,2011,July,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",34.4,35.6,26.0,15.0,81,491,572
209,2011-07-28,Fall,2011,July,Thursday,Working day,"Clear or
 Partly cloudy",31.9,37.0,58.3,12.0,606,3784,4390,4917,Fall,2011,July,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",34.4,40.9,56.0,15.0,55,428,483
210,2011-07-29,Fall,2011,July,Friday,Working day,"Clear or
 Partly cloudy",34.4,39.3,54.2,11.7,670,3176,3846,4940,Fall,2011,July,05 PM,Friday,Working day,"Clear or
 Partly cloudy",39.4,43.2,30.0,20.0,47,374,421
211,2011-07-30,Fall,2011,July,Saturday,Weekend,"Clear or
 Partly cloudy",33.0,36.4,46.6,11.3,1559,2916,4475,4959,Fall,2011,July,12 PM,Saturday,Weekend,"Clear or
 Partly cloudy",34.4,36.4,32.0,11.0,111,230,341
212,2011-07-31,Fall,2011,July,Sunday,Weekend,"Clear or
 Partly cloudy",33.0,36.5,48.1,11.0,1524,2778,4302,4983,Fall,2011,July,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",36.9,38.6,25.0,13.0,146,192,338
213,2011-08-01,Fall,2011,August,Monday,Working day,"Clear or
 Partly cloudy",31.6,35.2,55.1,10.5,729,3537,4266,5013,Fall,2011,August,06 PM,Monday,Working day,"Clear or
 Partly cloudy",32.0,34.8,43.0,13.0,68,475,543
214,2011-08-02,Fall,2011,August,Tuesday,Working day,"Clear or
 Partly cloudy",32.1,35.4,49.1,13.8,801,4044,4845,5036,Fall,2011,August,05 PM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",36.9,39.4,27.0,9.0,63,493,556
215,2011-08-03,Fall,2011,August,Wednesday,Working day,"Mist and
 Cloudy or Mist ",30.0,34.0,65.8,9.1,467,3107,3574,5061,Fall,2011,August,06 PM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",28.7,33.3,84.0,0.0,49,443,492
216,2011-08-04,Fall,2011,August,Thursday,Working day,"Mist and
 Cloudy or Mist ",29.1,33.2,75.8,13.2,799,3777,4576,5084,Fall,2011,August,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",31.2,35.6,62.0,22.0,91,464,555
217,2011-08-05,Fall,2011,August,Friday,Working day,"Clear or
 Partly cloudy",29.1,32.8,63.1,12.4,1023,3843,4866,5108,Fall,2011,August,05 PM,Friday,Working day,"Clear or
 Partly cloudy",32.0,35.6,49.0,20.0,84,466,550
218,2011-08-06,Fall,2011,August,Saturday,Weekend,"Mist and
 Cloudy or Mist ",29.4,33.8,75.5,15.3,1521,2773,4294,5128,Fall,2011,August,01 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",32.8,38.6,59.0,22.0,176,265,441
219,2011-08-07,Fall,2011,August,Sunday,Weekend,"Clear or
 Partly cloudy",30.4,35.8,75.3,13.5,1298,2487,3785,5151,Fall,2011,August,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",36.9,42.4,42.0,20.0,161,209,370
220,2011-08-08,Fall,2011,August,Monday,Working day,"Clear or
 Partly cloudy",31.4,35.2,59.2,12.9,846,3480,4326,5181,Fall,2011,August,06 PM,Monday,Working day,"Clear or
 Partly cloudy",34.4,37.9,41.0,9.0,64,465,529
221,2011-08-09,Fall,2011,August,Tuesday,Working day,"Clear or
 Partly cloudy",31.8,36.2,57.0,10.1,907,3695,4602,5205,Fall,2011,August,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",32.8,37.9,55.0,13.0,97,488,585
222,2011-08-10,Fall,2011,August,Wednesday,Working day,"Clear or
 Partly cloudy",31.4,34.2,42.4,13.4,884,3896,4780,5228,Fall,2011,August,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",34.4,35.6,26.0,20.0,71,513,584
223,2011-08-11,Fall,2011,August,Thursday,Working day,"Clear or
 Partly cloudy",29.4,32.6,42.4,11.0,812,3980,4792,5252,Fall,2011,August,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",32.8,34.8,29.0,17.0,96,486,582
224,2011-08-12,Fall,2011,August,Friday,Working day,"Clear or
 Partly cloudy",29.0,32.7,41.5,8.4,1051,3854,4905,5276,Fall,2011,August,05 PM,Friday,Working day,"Clear or
 Partly cloudy",33.6,35.6,26.0,0.0,93,423,516
225,2011-08-13,Fall,2011,August,Saturday,Weekend,"Mist and
 Cloudy or Mist ",28.1,32.3,73.0,14.2,1504,2646,4150,5295,Fall,2011,August,12 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",27.1,29.5,89.0,11.0,175,246,421
226,2011-08-14,Fall,2011,August,Sunday,Weekend,"Mist and
 Cloudy or Mist ",27.7,31.2,81.8,14.9,1338,2482,3820,5320,Fall,2011,August,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",29.5,34.8,74.0,17.0,144,233,377
227,2011-08-15,Fall,2011,August,Monday,Working day,"Clear or
 Partly cloudy",27.3,30.8,71.2,14.0,775,3563,4338,5348,Fall,2011,August,05 PM,Monday,Working day,"Clear or
 Partly cloudy",30.3,33.3,51.0,19.0,59,471,530
228,2011-08-16,Fall,2011,August,Tuesday,Working day,"Clear or
 Partly cloudy",28.7,32.3,57.8,15.8,721,4004,4725,5372,Fall,2011,August,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",31.2,34.1,45.0,22.0,75,525,600
229,2011-08-17,Fall,2011,August,Wednesday,Working day,"Clear or
 Partly cloudy",29.7,33.3,57.5,9.6,668,4026,4694,5397,Fall,2011,August,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",31.2,34.8,55.0,17.0,86,470,556
230,2011-08-18,Fall,2011,August,Thursday,Working day,"Clear or
 Partly cloudy",29.2,33.1,65.5,15.6,639,3166,3805,5411,Fall,2011,August,08 AM,Thursday,Working day,"Clear or
 Partly cloudy",27.1,31.1,74.0,19.0,27,393,420
231,2011-08-19,Fall,2011,August,Friday,Working day,"Mist and
 Cloudy or Mist ",28.1,31.7,72.3,9.3,797,3356,4153,5444,Fall,2011,August,05 PM,Friday,Working day,"Clear or
 Partly cloudy",31.2,35.6,58.0,35.0,85,442,527
232,2011-08-20,Fall,2011,August,Saturday,Weekend,"Clear or
 Partly cloudy",28.6,32.4,67.4,7.0,1914,3277,5191,5463,Fall,2011,August,12 PM,Saturday,Weekend,"Clear or
 Partly cloudy",30.3,34.1,58.0,9.0,156,253,409
233,2011-08-21,Fall,2011,August,Sunday,Weekend,"Clear or
 Partly cloudy",29.1,33.8,77.0,16.7,1249,2624,3873,5487,Fall,2011,August,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",33.6,40.2,59.0,19.0,135,239,374
234,2011-08-22,Fall,2011,August,Monday,Working day,"Clear or
 Partly cloudy",28.4,31.9,47.0,18.5,833,3925,4758,5517,Fall,2011,August,06 PM,Monday,Working day,"Clear or
 Partly cloudy",29.5,32.6,28.0,20.0,72,537,609
235,2011-08-23,Fall,2011,August,Tuesday,Working day,"Clear or
 Partly cloudy",26.3,30.3,45.5,9.8,1281,4614,5895,5537,Fall,2011,August,02 PM,Tuesday,Working day,"Clear or
 Partly cloudy",29.5,32.6,30.0,6.0,149,502,651
236,2011-08-24,Fall,2011,August,Wednesday,Working day,"Clear or
 Partly cloudy",27.6,31.5,60.5,17.0,949,4181,5130,5565,Fall,2011,August,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",30.3,34.1,55.0,20.0,102,519,621
237,2011-08-25,Fall,2011,August,Thursday,Working day,"Mist and
 Cloudy or Mist ",28.1,32.3,77.2,14.1,435,3107,3542,5579,Fall,2011,August,08 AM,Thursday,Working day,"Mist and
 Cloudy or Mist ",28.7,33.3,74.0,20.0,23,461,484
238,2011-08-26,Fall,2011,August,Friday,Working day,"Clear or
 Partly cloudy",28.7,33.0,76.1,5.6,768,3893,4661,5612,Fall,2011,August,05 PM,Friday,Working day,"Clear or
 Partly cloudy",30.3,35.6,74.0,17.0,56,433,489
239,2011-08-27,Fall,2011,August,Saturday,Weekend,"Mist and
 Cloudy or Mist ",27.9,31.8,85.0,25.2,226,889,1115,5629,Fall,2011,August,10 AM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",28.7,33.3,79.0,31.0,51,154,205
240,2011-08-28,Fall,2011,August,Sunday,Weekend,"Clear or
 Partly cloudy",29.0,32.4,56.2,20.4,1415,2919,4334,5646,Fall,2011,August,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",32.8,35.6,36.0,26.0,196,295,491
241,2011-08-29,Fall,2011,August,Monday,Working day,"Clear or
 Partly cloudy",26.1,30.4,55.5,10.7,729,3905,4634,5671,Fall,2011,August,05 PM,Monday,Working day,"Mist and
 Cloudy or Mist ",28.7,31.8,47.0,15.0,67,524,591
242,2011-08-30,Fall,2011,August,Tuesday,Working day,"Clear or
 Partly cloudy",26.2,29.7,54.8,8.4,775,4429,5204,5695,Fall,2011,August,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",29.5,32.6,42.0,13.0,62,549,611
243,2011-08-31,Fall,2011,August,Wednesday,Working day,"Clear or
 Partly cloudy",26.9,30.6,59.8,5.6,688,4370,5058,5719,Fall,2011,August,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",29.5,32.6,45.0,9.0,83,525,608
244,2011-09-01,Fall,2011,September,Thursday,Working day,"Clear or
 Partly cloudy",26.9,30.7,63.9,9.5,783,4332,5115,5743,Fall,2011,September,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",29.5,33.3,54.0,17.0,61,567,628
245,2011-09-02,Fall,2011,September,Friday,Working day,"Mist and
 Cloudy or Mist ",26.4,30.2,72.7,9.4,875,3852,4727,5758,Fall,2011,September,08 AM,Friday,Working day,"Clear or
 Partly cloudy",25.4,29.5,78.0,13.0,22,434,456
246,2011-09-03,Fall,2011,September,Saturday,Weekend,"Clear or
 Partly cloudy",27.4,31.7,71.7,12.4,1935,2549,4484,5789,Fall,2011,September,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",29.5,34.1,70.0,11.0,187,201,388
247,2011-09-04,Fall,2011,September,Sunday,Weekend,"Clear or
 Partly cloudy",29.1,33.3,74.2,13.8,2521,2419,4940,5810,Fall,2011,September,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",31.2,36.4,66.0,11.0,214,221,435
248,2011-09-05,Fall,2011,September,Monday,Holiday,"Mist and
 Cloudy or Mist ",27.6,31.3,79.0,14.3,1236,2115,3351,5835,Fall,2011,September,01 PM,Monday,Holiday,"Mist and
 Cloudy or Mist ",30.3,34.8,70.0,9.0,154,235,389
249,2011-09-06,Fall,2011,September,Tuesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",22.1,25.8,88.7,23.0,204,2506,2710,5863,Fall,2011,September,06 PM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",22.1,25.8,88.0,26.0,22,351,373
250,2011-09-07,Fall,2011,September,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",24.6,27.2,91.7,6.5,118,1878,1996,5877,Fall,2011,September,08 AM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",25.4,27.3,94.0,6.0,9,319,328
251,2011-09-08,Fall,2011,September,Thursday,Working day,"Light Snow or
 Light Rain with Thunderstorm",26.0,27.8,94.0,12.9,153,1689,1842,5900,Fall,2011,September,08 AM,Thursday,Working day,"Light Snow or
 Light Rain with Thunderstorm",25.4,27.3,94.0,9.0,7,188,195
252,2011-09-09,Fall,2011,September,Friday,Working day,"Mist and
 Cloudy or Mist ",26.6,28.9,89.8,8.3,417,3127,3544,5933,Fall,2011,September,05 PM,Friday,Working day,"Clear or
 Partly cloudy",28.7,33.3,79.0,17.0,54,451,505
253,2011-09-10,Fall,2011,September,Saturday,Weekend,"Clear or
 Partly cloudy",27.1,30.4,75.4,10.3,1750,3595,5345,5955,Fall,2011,September,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",30.3,34.1,55.0,15.0,217,263,480
254,2011-09-11,Fall,2011,September,Sunday,Weekend,"Clear or
 Partly cloudy",26.8,30.5,71.4,7.7,1633,3413,5046,5980,Fall,2011,September,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",29.5,33.3,51.0,20.0,180,303,483
255,2011-09-12,Fall,2011,September,Monday,Working day,"Clear or
 Partly cloudy",26.4,30.1,69.2,6.0,690,4023,4713,6004,Fall,2011,September,05 PM,Monday,Working day,"Clear or
 Partly cloudy",29.5,33.3,51.0,11.0,75,515,590
256,2011-09-13,Fall,2011,September,Tuesday,Working day,"Clear or
 Partly cloudy",26.7,30.2,71.2,9.5,701,4062,4763,6028,Fall,2011,September,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",30.3,33.3,51.0,15.0,72,507,579
257,2011-09-14,Fall,2011,September,Wednesday,Working day,"Clear or
 Partly cloudy",27.6,31.3,69.7,11.2,647,4138,4785,6052,Fall,2011,September,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",31.2,34.8,52.0,19.0,87,512,599
258,2011-09-15,Fall,2011,September,Thursday,Working day,"Mist and
 Cloudy or Mist ",23.7,27.7,70.9,18.2,428,3231,3659,6067,Fall,2011,September,08 AM,Thursday,Working day,"Clear or
 Partly cloudy",26.2,30.3,73.0,9.0,27,364,391
259,2011-09-16,Fall,2011,September,Friday,Working day,"Mist and
 Cloudy or Mist ",19.2,23.1,59.0,11.0,742,4018,4760,6100,Fall,2011,September,05 PM,Friday,Working day,"Mist and
 Cloudy or Mist ",21.3,25.0,48.0,9.0,86,480,566
260,2011-09-17,Fall,2011,September,Saturday,Weekend,"Mist and
 Cloudy or Mist ",20.2,23.9,71.8,12.7,1434,3077,4511,6119,Fall,2011,September,12 PM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",21.3,25.0,67.0,15.0,115,257,372
261,2011-09-18,Fall,2011,September,Sunday,Weekend,"Clear or
 Partly cloudy",20.8,24.5,69.5,12.0,1353,2921,4274,6144,Fall,2011,September,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",23.0,26.5,60.0,9.0,162,214,376
262,2011-09-19,Fall,2011,September,Monday,Working day,"Mist and
 Cloudy or Mist ",22.5,26.5,69.0,10.2,691,3848,4539,6172,Fall,2011,September,05 PM,Monday,Working day,"Mist and
 Cloudy or Mist ",23.8,27.3,64.0,9.0,85,483,568
263,2011-09-20,Fall,2011,September,Tuesday,Working day,"Mist and
 Cloudy or Mist ",23.0,26.6,88.1,9.0,438,3203,3641,6196,Fall,2011,September,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",24.6,28.0,83.0,7.0,66,445,511
264,2011-09-21,Fall,2011,September,Wednesday,Working day,"Mist and
 Cloudy or Mist ",24.4,27.5,90.0,6.5,539,3813,4352,6220,Fall,2011,September,05 PM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",27.1,31.1,74.0,11.0,61,475,536
265,2011-09-22,Fall,2011,September,Thursday,Working day,"Mist and
 Cloudy or Mist ",25.8,27.7,90.2,8.6,555,4240,4795,6244,Fall,2011,September,05 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",27.1,30.3,78.0,6.0,50,513,563
266,2011-09-23,Winter,2011,September,Friday,Working day,"Mist and
 Cloudy or Mist ",25.0,26.1,97.2,5.3,258,2137,2395,6259,Winter,2011,September,08 AM,Friday,Working day,"Light Snow or
 Light Rain with Thunderstorm",25.4,27.3,94.0,9.0,20,297,317
267,2011-09-24,Winter,2011,September,Saturday,Weekend,"Mist and
 Cloudy or Mist ",24.9,28.2,86.2,5.3,1776,3647,5423,6288,Winter,2011,September,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",26.2,29.5,78.0,0.0,170,290,460
268,2011-09-25,Winter,2011,September,Sunday,Weekend,"Mist and
 Cloudy or Mist ",26.0,28.6,84.5,3.4,1544,3466,5010,6315,Winter,2011,September,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",28.7,32.6,70.0,0.0,144,320,464
269,2011-09-26,Winter,2011,September,Monday,Working day,"Mist and
 Cloudy or Mist ",26.6,29.5,84.8,7.4,684,3946,4630,6340,Winter,2011,September,05 PM,Monday,Working day,"Clear or
 Partly cloudy",28.7,32.6,70.0,9.0,61,509,570
270,2011-09-27,Winter,2011,September,Tuesday,Working day,"Mist and
 Cloudy or Mist ",26.1,28.7,88.5,7.9,477,3643,4120,6364,Winter,2011,September,05 PM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",27.1,29.5,89.0,13.0,50,480,530
271,2011-09-28,Winter,2011,September,Wednesday,Working day,"Mist and
 Cloudy or Mist ",26.0,28.8,84.9,10.0,480,3427,3907,6388,Winter,2011,September,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",28.7,32.6,70.0,15.0,64,527,591
272,2011-09-29,Winter,2011,September,Thursday,Working day,"Clear or
 Partly cloudy",25.3,28.7,69.9,11.6,653,4186,4839,6412,Winter,2011,September,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",27.1,31.1,47.0,20.0,62,527,589
273,2011-09-30,Winter,2011,September,Friday,Working day,"Clear or
 Partly cloudy",23.1,27.2,64.8,13.8,830,4372,5202,6436,Winter,2011,September,05 PM,Friday,Working day,"Clear or
 Partly cloudy",25.4,31.1,53.0,13.0,94,497,591
274,2011-10-01,Winter,2011,October,Saturday,Weekend,"Mist and
 Cloudy or Mist ",16.8,20.6,75.4,19.6,480,1949,2429,6460,Winter,2011,October,05 PM,Saturday,Weekend,"Light Snow or
 Light Rain with Thunderstorm",16.4,20.5,76.0,13.0,58,170,228
275,2011-10-02,Winter,2011,October,Sunday,Weekend,"Mist and
 Cloudy or Mist ",14.6,17.3,79.2,14.9,616,2302,2918,6479,Winter,2011,October,12 PM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",16.4,20.5,62.0,13.0,78,243,321
276,2011-10-03,Winter,2011,October,Monday,Working day,"Mist and
 Cloudy or Mist ",15.8,19.6,76.1,5.6,330,3240,3570,6508,Winter,2011,October,05 PM,Monday,Working day,"Mist and
 Cloudy or Mist ",16.4,20.5,76.0,11.0,40,455,495
277,2011-10-04,Winter,2011,October,Tuesday,Working day,"Clear or
 Partly cloudy",19.9,23.6,71.0,13.8,486,3970,4456,6532,Winter,2011,October,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",23.0,26.5,60.0,26.0,55,530,585
278,2011-10-05,Winter,2011,October,Wednesday,Working day,"Clear or
 Partly cloudy",22.1,26.4,64.8,11.9,559,4267,4826,6557,Winter,2011,October,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",24.6,31.1,53.0,11.0,57,536,593
279,2011-10-06,Winter,2011,October,Thursday,Working day,"Clear or
 Partly cloudy",20.3,24.0,62.1,9.0,639,4126,4765,6580,Winter,2011,October,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",23.0,26.5,52.0,9.0,63,505,568
280,2011-10-07,Winter,2011,October,Friday,Working day,"Clear or
 Partly cloudy",20.9,25.2,68.4,1.5,949,4036,4985,6604,Winter,2011,October,05 PM,Friday,Working day,"Clear or
 Partly cloudy",24.6,31.1,56.0,17.0,101,462,563
281,2011-10-08,Winter,2011,October,Saturday,Weekend,"Clear or
 Partly cloudy",21.4,25.7,70.1,3.0,2235,3174,5409,6626,Winter,2011,October,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",27.1,31.1,39.0,0.0,262,234,496
282,2011-10-09,Winter,2011,October,Sunday,Weekend,"Clear or
 Partly cloudy",22.2,26.2,72.8,4.3,2397,3114,5511,6649,Winter,2011,October,02 PM,Sunday,Weekend,"Clear or
 Partly cloudy",27.9,31.8,47.0,11.0,272,228,500
283,2011-10-10,Winter,2011,October,Monday,Holiday,"Clear or
 Partly cloudy",23.4,27.1,73.4,2.8,1514,3603,5117,6677,Winter,2011,October,06 PM,Monday,Holiday,"Mist and
 Cloudy or Mist ",26.2,31.1,53.0,0.0,108,365,473
284,2011-10-11,Winter,2011,October,Tuesday,Working day,"Mist and
 Cloudy or Mist ",23.2,27.3,80.9,9.6,667,3896,4563,6700,Winter,2011,October,05 PM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",24.6,28.8,78.0,17.0,70,534,604
285,2011-10-12,Winter,2011,October,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",22.3,25.9,90.6,16.6,217,2199,2416,6715,Winter,2011,October,08 AM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",22.1,25.8,88.0,26.0,27,377,404
286,2011-10-13,Winter,2011,October,Thursday,Working day,"Mist and
 Cloudy or Mist ",24.2,27.6,89.7,9.5,290,2623,2913,6748,Winter,2011,October,05 PM,Thursday,Working day,"Light Snow or
 Light Rain with Thunderstorm",25.4,28.8,83.0,17.0,47,432,479
287,2011-10-14,Winter,2011,October,Friday,Working day,"Mist and
 Cloudy or Mist ",22.6,26.5,71.6,15.0,529,3115,3644,6772,Winter,2011,October,05 PM,Friday,Working day,"Clear or
 Partly cloudy",23.8,27.3,46.0,28.0,55,426,481
288,2011-10-15,Winter,2011,October,Saturday,Weekend,"Clear or
 Partly cloudy",20.8,24.9,48.3,17.3,1899,3318,5217,6793,Winter,2011,October,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",24.6,31.1,33.0,31.0,242,230,472
289,2011-10-16,Winter,2011,October,Sunday,Weekend,"Clear or
 Partly cloudy",21.0,25.2,48.7,18.9,1748,3293,5041,6819,Winter,2011,October,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",24.6,31.1,46.0,26.0,177,289,466
290,2011-10-17,Winter,2011,October,Monday,Working day,"Clear or
 Partly cloudy",21.9,25.5,58.0,11.8,713,3857,4570,6844,Winter,2011,October,05 PM,Monday,Working day,"Clear or
 Partly cloudy",23.0,26.5,64.0,9.0,80,540,620
291,2011-10-18,Winter,2011,October,Tuesday,Working day,"Mist and
 Cloudy or Mist ",21.8,26.1,70.2,7.4,637,4111,4748,6868,Winter,2011,October,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",24.6,30.3,60.0,9.0,72,553,625
292,2011-10-19,Winter,2011,October,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",22.2,25.7,89.5,16.3,254,2170,2424,6882,Winter,2011,October,08 AM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",22.1,25.8,70.0,33.0,10,200,210
293,2011-10-20,Winter,2011,October,Thursday,Working day,"Clear or
 Partly cloudy",19.5,23.3,63.6,28.3,471,3724,4195,6915,Winter,2011,October,05 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",19.7,23.5,48.0,26.0,56,438,494
294,2011-10-21,Winter,2011,October,Friday,Working day,"Clear or
 Partly cloudy",17.5,21.2,57.4,14.8,676,3628,4304,6939,Winter,2011,October,05 PM,Friday,Working day,"Mist and
 Cloudy or Mist ",18.9,22.7,51.0,17.0,79,445,524
295,2011-10-22,Winter,2011,October,Saturday,Weekend,"Clear or
 Partly cloudy",17.3,21.3,62.9,6.2,1499,2809,4308,6961,Winter,2011,October,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",19.7,23.5,51.0,15.0,159,223,382
296,2011-10-23,Winter,2011,October,Sunday,Weekend,"Clear or
 Partly cloudy",17.3,21.1,74.1,6.7,1619,2762,4381,6983,Winter,2011,October,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",21.3,25.0,55.0,13.0,160,255,415
297,2011-10-24,Winter,2011,October,Monday,Working day,"Clear or
 Partly cloudy",19.0,22.9,77.2,8.0,699,3488,4187,7011,Winter,2011,October,05 PM,Monday,Working day,"Clear or
 Partly cloudy",21.3,25.0,68.0,9.0,87,527,614
298,2011-10-25,Winter,2011,October,Tuesday,Working day,"Clear or
 Partly cloudy",19.3,23.2,62.3,11.2,695,3992,4687,7035,Winter,2011,October,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",23.0,26.5,37.0,7.0,68,517,585
299,2011-10-26,Winter,2011,October,Wednesday,Working day,"Mist and
 Cloudy or Mist ",19.9,23.6,72.0,10.0,404,3490,3894,7050,Winter,2011,October,08 AM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",18.0,22.0,67.0,13.0,26,438,464
300,2011-10-27,Winter,2011,October,Thursday,Working day,"Mist and
 Cloudy or Mist ",19.3,22.9,81.3,13.3,240,2419,2659,7083,Winter,2011,October,05 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",20.5,24.2,72.0,31.0,31,291,322
301,2011-10-28,Winter,2011,October,Friday,Working day,"Mist and
 Cloudy or Mist ",13.6,15.9,58.6,15.4,456,3291,3747,7107,Winter,2011,October,05 PM,Friday,Working day,"Mist and
 Cloudy or Mist ",14.8,17.4,50.0,9.0,35,411,446
302,2011-10-29,Winter,2011,October,Saturday,Weekend,"Light Snow or
 Light Rain with Thunderstorm",10.4,11.4,88.2,23.5,57,570,627,7136,Winter,2011,October,10 PM,Saturday,Weekend,"Clear or
 Partly cloudy",9.0,10.6,87.0,15.0,10,44,54
303,2011-10-30,Winter,2011,October,Sunday,Weekend,"Clear or
 Partly cloudy",13.1,16.1,62.4,11.8,885,2446,3331,7151,Winter,2011,October,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",16.4,20.5,43.0,15.0,113,232,345
304,2011-10-31,Winter,2011,October,Monday,Working day,"Clear or
 Partly cloudy",13.9,17.8,70.3,7.1,362,3307,3669,7179,Winter,2011,October,05 PM,Monday,Working day,"Clear or
 Partly cloudy",17.2,21.2,54.0,9.0,44,442,486
305,2011-11-01,Winter,2011,November,Tuesday,Working day,"Clear or
 Partly cloudy",16.4,19.9,68.4,9.1,410,3658,4068,7203,Winter,2011,November,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",18.0,22.0,54.0,11.0,36,470,506
306,2011-11-02,Winter,2011,November,Wednesday,Working day,"Clear or
 Partly cloudy",15.5,19.5,71.9,5.5,370,3816,4186,7227,Winter,2011,November,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",18.0,22.0,62.0,13.0,30,523,553
307,2011-11-03,Winter,2011,November,Thursday,Working day,"Clear or
 Partly cloudy",16.7,20.3,70.2,9.2,318,3656,3974,7251,Winter,2011,November,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",19.7,23.5,55.0,6.0,33,465,498
308,2011-11-04,Winter,2011,November,Friday,Working day,"Mist and
 Cloudy or Mist ",16.5,20.2,62.3,18.2,470,3576,4046,7275,Winter,2011,November,05 PM,Friday,Working day,"Clear or
 Partly cloudy",17.2,21.2,38.0,24.0,42,438,480
309,2011-11-05,Winter,2011,November,Saturday,Weekend,"Clear or
 Partly cloudy",13.4,16.2,51.9,12.7,1156,2770,3926,7296,Winter,2011,November,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",17.2,21.2,35.0,9.0,159,227,386
310,2011-11-06,Winter,2011,November,Sunday,Weekend,"Clear or
 Partly cloudy",14.3,18.1,73.5,6.2,952,2697,3649,7322,Winter,2011,November,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",18.9,22.7,55.0,15.0,84,263,347
311,2011-11-07,Winter,2011,November,Monday,Working day,"Clear or
 Partly cloudy",16.2,20.0,75.9,3.8,373,3662,4035,7347,Winter,2011,November,05 PM,Monday,Working day,"Clear or
 Partly cloudy",20.5,24.2,45.0,11.0,39,489,528
